U00096.2	NODE_1_length_288_cov_2.038194
69908	318
70225	1
NA	NA
U00096.2	NODE_2_length_276_cov_1.771739
84148	306
84453	1
NA	NA
U00096.2	NODE_3_length_286_cov_2.034965
13804	1
14119	316
NA	NA
U00096.2	NODE_4_length_301_cov_3.019933
2655628	3
2655801	176
NA	NA
2655808	177
2655955	324
NA	NA
13173	331
13503	1
NA	NA
U00096.2	NODE_5_length_175_cov_1.548571
91309	1
91513	205
NA	NA
U00096.2	NODE_6_length_512_cov_2.654297
8474	542
9015	1
NA	NA
U00096.2	NODE_7_length_649_cov_3.714946
77926	679
78604	1
NA	NA
U00096.2	NODE_8_length_348_cov_1.982759
66216	1
66593	378
NA	NA
3748081	362
3748091	352
NA	NA
3748092	350
3748098	344
NA	NA
3748101	343
3748209	235
NA	NA
3748210	232
3748221	221
NA	NA
3748224	220
3748431	13
NA	NA
U00096.2	NODE_9_length_968_cov_1.780992
61790	998
62787	1
NA	NA
U00096.2	NODE_10_length_77_cov_2.467532
47250	1
47356	107
NA	NA
U00096.2	NODE_11_length_113_cov_2.876106
145	1
287	143
NA	NA
U00096.2	NODE_12_length_250_cov_2.240000
3850319	1
3850554	236
NA	NA
3850555	241
3850563	249
NA	NA
3850569	250
3850585	266
NA	NA
3850586	269
3850588	271
NA	NA
3850590	272
3850598	280
NA	NA
85812	280
86091	1
NA	NA
U00096.2	NODE_13_length_316_cov_2.579114
14419	1
14764	346
NA	NA
U00096.2	NODE_14_length_65_cov_1.415385
65406	95
65500	1
NA	NA
U00096.2	NODE_15_length_181_cov_1.541436
41387	1
41597	211
NA	NA
U00096.2	NODE_16_length_120_cov_2.925000
96716	150
96865	1
NA	NA
U00096.2	NODE_17_length_72_cov_1.569444
79176	1
79277	102
NA	NA
U00096.2	NODE_18_length_93_cov_1.086022
2257	123
2379	1
NA	NA
U00096.2	NODE_19_length_946_cov_2.979915
2512285	1
2513260	976
NA	NA
608549	36
608584	1
NA	NA
U00096.2	NODE_20_length_92_cov_2.608696
2793	1
2914	122
NA	NA
U00096.2	NODE_21_length_260_cov_2.053846
70258	290
70547	1
NA	NA
U00096.2	NODE_22_length_161_cov_1.881988
48145	191
48335	1
NA	NA
U00096.2	NODE_23_length_106_cov_2.471698
76916	1
77051	136
NA	NA
U00096.2	NODE_24_length_81_cov_2.271605
20570	1
20680	111
NA	NA
U00096.2	NODE_25_length_602_cov_7.767442
3581578	1
3582209	632
NA	NA
19805	632
20436	1
NA	NA
U00096.2	NODE_26_length_311_cov_2.623794
3218	341
3558	1
NA	NA
U00096.2	NODE_27_length_135_cov_1.859259
5879	165
6043	1
NA	NA
U00096.2	NODE_28_length_97_cov_2.247423
59040	127
59166	1
NA	NA
U00096.2	NODE_29_length_326_cov_2.570552
22027	356
22382	1
NA	NA
U00096.2	NODE_30_length_546_cov_2.564103
88623	576
89198	1
NA	NA
U00096.2	NODE_31_length_401_cov_3.047382
607219	20
607255	56
NA	NA
16331	431
16761	1
NA	NA
U00096.2	NODE_32_length_291_cov_1.945017
87337	321
87657	1
NA	NA
U00096.2	NODE_33_length_71_cov_2.323944
77064	1
77164	101
NA	NA
U00096.2	NODE_34_length_70_cov_1.828571
95941	1
96040	100
NA	NA
U00096.2	NODE_35_length_240_cov_2.275000
10952	270
11221	1
NA	NA
U00096.2	NODE_36_length_405_cov_2.654321
18563	435
18997	1
NA	NA
U00096.2	NODE_37_length_90_cov_2.977778
4328	1
4447	120
NA	NA
U00096.2	NODE_38_length_501_cov_1.762475
17116	531
17646	1
NA	NA
U00096.2	NODE_39_length_365_cov_2.613699
21518	1
21912	395
NA	NA
U00096.2	NODE_40_length_71_cov_1.915493
34895	101
34995	1
NA	NA
U00096.2	NODE_41_length_161_cov_2.378882
10768	1
10958	191
NA	NA
U00096.2	NODE_42_length_327_cov_2.773700
14777	1
15133	357
NA	NA
U00096.2	NODE_43_length_89_cov_2.516854
92922	1
93040	119
NA	NA
U00096.2	NODE_44_length_423_cov_2.685579
68274	453
68726	1
NA	NA
U00096.2	NODE_45_length_201_cov_2.980099
67082	231
67312	1
NA	NA
U00096.2	NODE_46_length_74_cov_2.770270
19720	1
19823	104
NA	NA
U00096.2	NODE_47_length_64_cov_1.562500
9078	1
9171	94
NA	NA
U00096.2	NODE_48_length_107_cov_1.560748
22791	1
22927	137
NA	NA
U00096.2	NODE_49_length_70_cov_1.857143
9740	100
9839	1
NA	NA
U00096.2	NODE_50_length_218_cov_1.490826
93842	1
94089	248
NA	NA
U00096.2	NODE_51_length_423_cov_2.645390
10163	1
10615	453
NA	NA
U00096.2	NODE_52_length_70_cov_1.485714
32522	100
32621	1
NA	NA
U00096.2	NODE_53_length_491_cov_2.405295
19144	521
19664	1
NA	NA
U00096.2	NODE_54_length_70_cov_2.214286
41865	1
41964	100
NA	NA
U00096.2	NODE_55_length_275_cov_2.032727
82916	1
83220	305
NA	NA
U00096.2	NODE_56_length_70_cov_1.585714
76545	100
76644	1
NA	NA
U00096.2	NODE_57_length_108_cov_1.703704
89409	138
89546	1
NA	NA
U00096.2	NODE_58_length_245_cov_1.885714
79502	275
79776	1
NA	NA
U00096.2	NODE_59_length_70_cov_1.342857
40616	100
40715	1
NA	NA
U00096.2	NODE_60_length_272_cov_1.555147
80063	302
80364	1
NA	NA
U00096.2	NODE_61_length_242_cov_1.599174
92233	1
92504	272
NA	NA
U00096.2	NODE_62_length_94_cov_2.670213
3581453	1
3581576	124
NA	NA
20438	124
20561	1
NA	NA
U00096.2	NODE_63_length_231_cov_2.259740
1775208	143
1775326	261
NA	NA
40280	261
40540	1
NA	NA
U00096.2	NODE_64_length_96_cov_1.447917
91590	126
91715	1
NA	NA
U00096.2	NODE_65_length_225_cov_1.720000
46027	1
46281	255
NA	NA
U00096.2	NODE_66_length_234_cov_1.192308
82558	264
82821	1
NA	NA
U00096.2	NODE_67_length_263_cov_1.802281
28080	1
28372	293
NA	NA
U00096.2	NODE_68_length_84_cov_3.023809
21287	114
21400	1
NA	NA
U00096.2	NODE_69_length_194_cov_1.742268
43821	1
44044	224
NA	NA
U00096.2	NODE_70_length_202_cov_2.975248
89184	1
89415	232
NA	NA
U00096.2	NODE_71_length_659_cov_2.280728
37408	689
38096	1
NA	NA
U00096.2	NODE_72_length_115_cov_2.556522
93048	145
93192	1
NA	NA
U00096.2	NODE_73_length_133_cov_1.947368
72347	163
72509	1
NA	NA
U00096.2	NODE_74_length_99_cov_1.949495
95512	129
95640	1
NA	NA
U00096.2	NODE_75_length_70_cov_2.414286
36842	100
36941	1
NA	NA
U00096.2	NODE_76_length_199_cov_1.718593
85374	229
85602	1
NA	NA
U00096.2	NODE_77_length_125_cov_1.232000
60588	1
60742	155
NA	NA
U00096.2	NODE_78_length_75_cov_2.333333
53607	105
53711	1
NA	NA
U00096.2	NODE_79_length_42_cov_2.523809
5551	23
5600	72
NA	NA
2302439	1
2302452	14
NA	NA
2302458	15
2302482	39
NA	NA
2302496	40
2302528	72
NA	NA
66607	72
66678	1
NA	NA
U00096.2	NODE_80_length_31_cov_1.064516
4315946	1
4316002	57
NA	NA
66661	61
66721	1
NA	NA
U00096.2	NODE_82_length_70_cov_1.857143
64709	1
64808	100
NA	NA
U00096.2	NODE_83_length_342_cov_1.602339
50966	1
51337	372
NA	NA
U00096.2	NODE_84_length_232_cov_1.159483
42764	262
43025	1
NA	NA
U00096.2	NODE_85_length_181_cov_1.430939
65542	1
65752	211
NA	NA
U00096.2	NODE_86_length_113_cov_1.336283
99540	143
99682	1
NA	NA
U00096.2	NODE_87_length_99_cov_1.313131
60110	129
60238	1
NA	NA
U00096.2	NODE_88_length_70_cov_1.400000
64242	100
64341	1
NA	NA
U00096.2	NODE_89_length_88_cov_2.170455
7300	118
7417	1
NA	NA
U00096.2	NODE_90_length_231_cov_2.064935
31579	261
31839	1
NA	NA
U00096.2	NODE_91_length_184_cov_1.820652
46492	1
46705	214
NA	NA
U00096.2	NODE_92_length_480_cov_2.275000
63016	510
63525	1
NA	NA
U00096.2	NODE_93_length_70_cov_1.800000
64329	100
64428	1
NA	NA
U00096.2	NODE_94_length_239_cov_1.380753
78687	269
78955	1
NA	NA
U00096.2	NODE_95_length_114_cov_2.105263
85061	1
85204	144
NA	NA
U00096.2	NODE_96_length_260_cov_1.511539
30588	1
30877	290
NA	NA
U00096.2	NODE_97_length_311_cov_1.787781
75968	341
76308	1
NA	NA
U00096.2	NODE_98_length_285_cov_2.228070
23947	1
24261	315
NA	NA
U00096.2	NODE_99_length_72_cov_3.680556
76821	102
76922	1
NA	NA
U00096.2	NODE_100_length_104_cov_1.384615
22475	1
22608	134
NA	NA
U00096.2	NODE_101_length_325_cov_2.083077
12483	1
12837	355
NA	NA
2656256	355
2656285	326
NA	NA
2656286	319
2656292	313
NA	NA
2656293	311
2656304	300
NA	NA
2656305	294
2656351	248
NA	NA
2656352	245
2656363	234
NA	NA
2656364	232
2656509	87
NA	NA
2656510	83
2656539	54
NA	NA
2656543	53
2656582	14
NA	NA
U00096.2	NODE_102_length_103_cov_1.359223
81103	133
81235	1
NA	NA
U00096.2	NODE_103_length_227_cov_2.986784
33673	257
33929	1
NA	NA
U00096.2	NODE_104_length_322_cov_1.829193
23094	352
23445	1
NA	NA
U00096.2	NODE_105_length_559_cov_3.220036
55754	589
56342	1
NA	NA
U00096.2	NODE_106_length_84_cov_1.880952
22905	1
23018	114
NA	NA
U00096.2	NODE_107_length_194_cov_1.195876
73438	1
73661	224
NA	NA
U00096.2	NODE_108_length_69_cov_1.782609
57170	99
57268	1
NA	NA
U00096.2	NODE_109_length_74_cov_3.081081
54016	104
54119	1
NA	NA
U00096.2	NODE_110_length_118_cov_2.754237
3477892	1
3478039	148
NA	NA
48365	148
48512	1
NA	NA
U00096.2	NODE_111_length_62_cov_2.596774
79749	1
79840	92
NA	NA
U00096.2	NODE_112_length_179_cov_2.106145
94297	209
94505	1
NA	NA
U00096.2	NODE_113_length_125_cov_2.336000
25558	155
25712	1
NA	NA
U00096.2	NODE_114_length_70_cov_1.600000
96285	1
96384	100
NA	NA
U00096.2	NODE_115_length_281_cov_1.896797
29748	311
30058	1
NA	NA
U00096.2	NODE_116_length_91_cov_3.736264
16879	1
16999	121
NA	NA
U00096.2	NODE_117_length_88_cov_2.386364
89885	118
90002	1
NA	NA
U00096.2	NODE_118_length_349_cov_1.848137
35079	1
35457	379
NA	NA
1462513	275
1462787	1
NA	NA
U00096.2	NODE_119_length_247_cov_1.700405
86537	1
86813	277
NA	NA
U00096.2	NODE_120_length_200_cov_1.715000
9195	1
9424	230
NA	NA
U00096.2	NODE_121_length_436_cov_2.149083
24420	466
24885	1
NA	NA
U00096.2	NODE_122_length_78_cov_2.705128
60946	1
61053	108
NA	NA
U00096.2	NODE_123_length_64_cov_2.000000
60384	1
60477	94
NA	NA
U00096.2	NODE_124_length_257_cov_1.587549
32995	1
33281	287
NA	NA
U00096.2	NODE_125_length_70_cov_2.000000
54133	100
54232	1
NA	NA
U00096.2	NODE_126_length_83_cov_3.036144
9939	1
10051	113
NA	NA
U00096.2	NODE_127_length_120_cov_1.158333
1065	150
1214	1
NA	NA
U00096.2	NODE_128_length_82_cov_2.353658
98777	112
98888	1
NA	NA
U00096.2	NODE_129_length_90_cov_1.733333
32835	120
32954	1
NA	NA
U00096.2	NODE_130_length_110_cov_1.500000
60748	140
60887	1
NA	NA
U00096.2	NODE_131_length_70_cov_2.200000
64082	1
64181	100
NA	NA
U00096.2	NODE_132_length_65_cov_1.753846
2418	95
2512	1
NA	NA
U00096.2	NODE_133_length_99_cov_1.747475
81814	1
81942	129
NA	NA
U00096.2	NODE_134_length_122_cov_3.049180
290	152
441	1
NA	NA
U00096.2	NODE_135_length_70_cov_2.442857
8245	100
8344	1
NA	NA
U00096.2	NODE_136_length_68_cov_1.985294
9816	1
9913	98
NA	NA
U00096.2	NODE_137_length_70_cov_2.000000
21424	100
21523	1
NA	NA
U00096.2	NODE_138_length_239_cov_2.535565
97518	1
97786	269
NA	NA
U00096.2	NODE_139_length_424_cov_2.259434
51424	1
51877	454
NA	NA
U00096.2	NODE_140_length_188_cov_1.404255
95704	218
95921	1
NA	NA
U00096.2	NODE_141_length_244_cov_2.577869
35964	274
36237	1
NA	NA
U00096.2	NODE_142_length_110_cov_1.536364
3561	1
3700	140
NA	NA
U00096.2	NODE_143_length_225_cov_1.382222
30260	255
30514	1
NA	NA
U00096.2	NODE_144_length_70_cov_2.228571
71634	100
71733	1
NA	NA
U00096.2	NODE_145_length_234_cov_1.970086
5158	1
5421	264
NA	NA
U00096.2	NODE_146_length_231_cov_2.337662
46968	1
47228	261
NA	NA
U00096.2	NODE_147_length_368_cov_2.062500
83300	1
83697	398
NA	NA
U00096.2	NODE_148_length_242_cov_3.380165
698642	187
698727	272
NA	NA
5590	272
5861	1
NA	NA
U00096.2	NODE_149_length_265_cov_1.849057
557	295
851	1
NA	NA
U00096.2	NODE_150_length_180_cov_1.450000
71845	1
72054	210
NA	NA
U00096.2	NODE_151_length_171_cov_2.619883
85178	1
85378	201
NA	NA
U00096.2	NODE_152_length_70_cov_1.557143
55196	100
55295	1
NA	NA
U00096.2	NODE_153_length_88_cov_2.181818
5028	1
5145	118
NA	NA
U00096.2	NODE_154_length_70_cov_2.485714
48891	1
48990	100
NA	NA
U00096.2	NODE_155_length_398_cov_2.193467
11778	428
12205	1
NA	NA
U00096.2	NODE_156_length_172_cov_2.383721
3477684	14
3477870	200
NA	NA
48532	202
48733	1
NA	NA
U00096.2	NODE_157_length_198_cov_1.050505
25148	1
25375	228
NA	NA
U00096.2	NODE_158_length_83_cov_2.481928
35449	113
35561	1
NA	NA
U00096.2	NODE_159_length_92_cov_2.815217
64817	1
64938	122
NA	NA
U00096.2	NODE_160_length_73_cov_1.712329
17009	103
17111	1
NA	NA
U00096.2	NODE_161_length_91_cov_2.021978
36729	121
36849	1
NA	NA
U00096.2	NODE_162_length_117_cov_1.905983
13606	1
13752	147
NA	NA
U00096.2	NODE_163_length_234_cov_3.358974
41139	264
41402	1
NA	NA
U00096.2	NODE_164_length_66_cov_2.000000
53210	1
53305	96
NA	NA
U00096.2	NODE_165_length_290_cov_1.810345
58651	320
58970	1
NA	NA
U00096.2	NODE_166_length_171_cov_1.777778
3201162	113
3201194	145
NA	NA
3201195	147
3201212	164
NA	NA
3201213	166
3201248	201
NA	NA
3672404	117
3672442	155
NA	NA
3672450	156
3672495	201
NA	NA
3982241	115
3982276	150
NA	NA
3982279	151
3982282	154
NA	NA
3982299	155
3982345	201
NA	NA
25711	201
25911	1
NA	NA
U00096.2	NODE_167_length_174_cov_1.103448
26841	204
27044	1
NA	NA
U00096.2	NODE_168_length_65_cov_1.569231
54238	1
54332	95
NA	NA
U00096.2	NODE_169_length_288_cov_2.034722
75070	318
75387	1
NA	NA
U00096.2	NODE_170_length_304_cov_1.493421
28617	334
28950	1
NA	NA
U00096.2	NODE_171_length_87_cov_1.586207
50146	1
50262	117
NA	NA
U00096.2	NODE_172_length_70_cov_1.271429
29424	1
29523	100
NA	NA
U00096.2	NODE_173_length_70_cov_1.900000
89581	100
89680	1
NA	NA
U00096.2	NODE_174_length_70_cov_1.685714
59594	100
59693	1
NA	NA
U00096.2	NODE_175_length_91_cov_2.494505
13038	1
13158	121
NA	NA
U00096.2	NODE_176_length_169_cov_1.875740
73156	1
73354	199
NA	NA
U00096.2	NODE_177_length_69_cov_1.956522
44498	1
44596	99
NA	NA
U00096.2	NODE_178_length_305_cov_2.642623
54557	1
54891	335
NA	NA
U00096.2	NODE_179_length_213_cov_1.619718
49639	1
49881	243
NA	NA
U00096.2	NODE_180_length_110_cov_2.063636
65985	1
66124	140
NA	NA
3748539	136
3748674	1
NA	NA
U00096.2	NODE_181_length_70_cov_1.714286
95417	1
95516	100
NA	NA
U00096.2	NODE_182_length_72_cov_1.013889
45653	102
45754	1
NA	NA
U00096.2	NODE_183_length_66_cov_2.636364
79889	96
79984	1
NA	NA
U00096.2	NODE_184_length_244_cov_1.372951
24898	274
25171	1
NA	NA
U00096.2	NODE_185_length_255_cov_1.478431
57437	285
57721	1
NA	NA
U00096.2	NODE_186_length_76_cov_1.842105
42336	1
42441	106
NA	NA
U00096.2	NODE_187_length_106_cov_1.830189
35822	136
35957	1
NA	NA
U00096.2	NODE_188_length_70_cov_2.714286
21171	1
21270	100
NA	NA
U00096.2	NODE_189_length_70_cov_2.000000
87698	100
87797	1
NA	NA
U00096.2	NODE_190_length_70_cov_2.814286
20901	100
21000	1
NA	NA
U00096.2	NODE_191_length_135_cov_2.037037
46321	1
46485	165
NA	NA
U00096.2	NODE_192_length_290_cov_1.637931
80554	1
80873	320
NA	NA
U00096.2	NODE_193_length_189_cov_1.423280
68793	1
69011	219
NA	NA
U00096.2	NODE_194_length_96_cov_1.708333
86220	126
86345	1
NA	NA
U00096.2	NODE_195_length_232_cov_2.327586
75720	262
75981	1
NA	NA
U00096.2	NODE_196_length_70_cov_1.500000
94557	100
94656	1
NA	NA
U00096.2	NODE_197_length_102_cov_2.098039
59182	132
59313	1
NA	NA
U00096.2	NODE_198_length_71_cov_2.492958
10082	101
10182	1
NA	NA
U00096.2	NODE_199_length_83_cov_2.240964
53867	113
53979	1
NA	NA
U00096.2	NODE_200_length_70_cov_1.928571
43069	1
43168	100
NA	NA
U00096.2	NODE_201_length_70_cov_1.371429
27983	100
28082	1
NA	NA
U00096.2	NODE_202_length_229_cov_2.004367
34297	1
34555	259
NA	NA
U00096.2	NODE_203_length_68_cov_1.852941
13518	1
13615	98
NA	NA
U00096.2	NODE_204_length_175_cov_1.588571
74220	1
74424	205
NA	NA
U00096.2	NODE_205_length_65_cov_1.707692
18204	1
18298	95
NA	NA
U00096.2	NODE_206_length_139_cov_1.661870
32286	169
32454	1
NA	NA
U00096.2	NODE_207_length_70_cov_2.085714
98440	1
98539	100
NA	NA
U00096.2	NODE_208_length_70_cov_2.142857
58131	1
58230	100
NA	NA
U00096.2	NODE_209_length_64_cov_1.625000
96932	94
97025	1
NA	NA
U00096.2	NODE_210_length_90_cov_2.655555
63553	1
63672	120
NA	NA
U00096.2	NODE_211_length_73_cov_2.534247
84834	103
84936	1
NA	NA
U00096.2	NODE_212_length_65_cov_1.630769
27573	1
27667	95
NA	NA
U00096.2	NODE_213_length_176_cov_2.386364
58244	206
58449	1
NA	NA
U00096.2	NODE_214_length_242_cov_1.433884
38693	1
38964	272
NA	NA
U00096.2	NODE_215_length_63_cov_1.952381
90416	93
90508	1
NA	NA
U00096.2	NODE_216_length_233_cov_1.343348
49324	263
49586	1
NA	NA
U00096.2	NODE_217_length_70_cov_1.514286
30884	1
30983	100
NA	NA
U00096.2	NODE_218_length_101_cov_2.079208
96034	131
96164	1
NA	NA
U00096.2	NODE_219_length_236_cov_2.072034
89998	1
90263	266
NA	NA
U00096.2	NODE_220_length_114_cov_1.754386
29565	144
29708	1
NA	NA
U00096.2	NODE_221_length_92_cov_2.956522
18038	122
18159	1
NA	NA
U00096.2	NODE_222_length_102_cov_2.049020
36318	1
36449	132
NA	NA
U00096.2	NODE_223_length_85_cov_1.364706
65240	1
65354	115
NA	NA
U00096.2	NODE_224_length_63_cov_1.952381
99147	1
99239	93
NA	NA
U00096.2	NODE_225_length_278_cov_1.665468
26057	1
26364	308
NA	NA
U00096.2	NODE_226_length_73_cov_2.657534
6079	103
6181	1
NA	NA
U00096.2	NODE_227_length_90_cov_2.300000
96582	1
96701	120
NA	NA
U00096.2	NODE_228_length_244_cov_1.372951
50382	1
50655	274
NA	NA
U00096.2	NODE_229_length_70_cov_1.342857
1741	100
1840	1
NA	NA
U00096.2	NODE_230_length_77_cov_1.818182
11194	107
11300	1
NA	NA
U00096.2	NODE_231_length_70_cov_1.400000
18414	1
18513	100
NA	NA
U00096.2	NODE_232_length_65_cov_2.000000
22375	1
22469	95
NA	NA
U00096.2	NODE_233_length_70_cov_1.457143
81986	100
82085	1
NA	NA
U00096.2	NODE_234_length_92_cov_1.369565
385489	12
385583	106
NA	NA
72765	122
72886	1
NA	NA
U00096.2	NODE_235_length_242_cov_1.446281
42415	272
42686	1
NA	NA
U00096.2	NODE_236_length_176_cov_1.687500
62800	206
63005	1
NA	NA
U00096.2	NODE_237_length_72_cov_1.916667
48742	102
48843	1
NA	NA
U00096.2	NODE_238_length_139_cov_1.007194
44349	1
44517	169
NA	NA
U00096.2	NODE_239_length_71_cov_2.464789
77598	1
77698	101
NA	NA
U00096.2	NODE_240_length_115_cov_1.217391
6829	1
6973	145
NA	NA
U00096.2	NODE_241_length_105_cov_2.000000
9606	1
9740	135
NA	NA
U00096.2	NODE_242_length_70_cov_2.985714
44644	1
44743	100
NA	NA
U00096.2	NODE_243_length_70_cov_2.042857
31952	100
32051	1
NA	NA
U00096.2	NODE_244_length_70_cov_1.900000
77827	1
77926	100
NA	NA
U00096.2	NODE_245_length_74_cov_1.891892
99265	1
99368	104
NA	NA
U00096.2	NODE_246_length_86_cov_3.313953
17902	1
18017	116
NA	NA
U00096.2	NODE_247_length_66_cov_1.121212
71762	1
71857	96
NA	NA
U00096.2	NODE_248_length_70_cov_2.300000
32165	100
32264	1
NA	NA
U00096.2	NODE_249_length_169_cov_1.952663
53282	1
53480	199
NA	NA
U00096.2	NODE_250_length_75_cov_1.280000
91955	105
92059	1
NA	NA
U00096.2	NODE_251_length_70_cov_2.214286
37000	100
37099	1
NA	NA
U00096.2	NODE_252_length_118_cov_1.601695
30116	1
30263	148
NA	NA
U00096.2	NODE_253_length_70_cov_1.685714
56727	1
56826	100
NA	NA
U00096.2	NODE_254_length_104_cov_1.346154
6396	1
6529	134
NA	NA
U00096.2	NODE_255_length_90_cov_1.622222
32668	1
32787	120
NA	NA
U00096.2	NODE_256_length_74_cov_2.783784
4471	104
4574	1
NA	NA
U00096.2	NODE_257_length_163_cov_1.496933
87136	193
87328	1
NA	NA
U00096.2	NODE_258_length_103_cov_1.174757
59343	1
59475	133
NA	NA
U00096.2	NODE_259_length_70_cov_1.785714
65841	1
65940	100
NA	NA
3748719	100
3748805	14
NA	NA
U00096.2	NODE_260_length_70_cov_2.085714
31040	100
31139	1
NA	NA
U00096.2	NODE_261_length_132_cov_2.242424
20713	162
20874	1
NA	NA
U00096.2	NODE_262_length_70_cov_1.985714
22594	100
22693	1
NA	NA
U00096.2	NODE_263_length_67_cov_1.313433
35648	1
35744	97
NA	NA
U00096.2	NODE_264_length_89_cov_2.303371
84702	1
84820	119
NA	NA
U00096.2	NODE_265_length_177_cov_1.497175
53683	207
53889	1
NA	NA
U00096.2	NODE_266_length_70_cov_1.457143
54377	100
54476	1
NA	NA
U00096.2	NODE_267_length_109_cov_1.871560
77710	139
77848	1
NA	NA
U00096.2	NODE_268_length_106_cov_1.660377
99352	1
99487	136
NA	NA
U00096.2	NODE_269_length_73_cov_1.917808
79279	1
79381	103
NA	NA
U00096.2	NODE_270_length_70_cov_1.800000
72049	100
72148	1
NA	NA
U00096.2	NODE_271_length_68_cov_2.000000
12875	98
12972	1
NA	NA
U00096.2	NODE_272_length_74_cov_1.162162
91488	104
91591	1
NA	NA
U00096.2	NODE_273_length_86_cov_1.476744
74551	116
74666	1
NA	NA
U00096.2	NODE_274_length_91_cov_1.956044
2931	121
3051	1
NA	NA
U00096.2	NODE_275_length_110_cov_1.236364
38267	140
38406	1
NA	NA
U00096.2	NODE_276_length_74_cov_2.554054
41999	104
42102	1
NA	NA
U00096.2	NODE_277_length_70_cov_2.271429
76392	1
76491	100
NA	NA
U00096.2	NODE_278_length_101_cov_1.247525
72206	1
72336	131
NA	NA
U00096.2	NODE_279_length_70_cov_2.442857
53458	1
53557	100
NA	NA
U00096.2	NODE_280_length_31_cov_1.290323
66576	1
66636	61
NA	NA
4315946	61
4316002	5
NA	NA
U00096.2	NODE_281_length_73_cov_1.917808
8379	1
8481	103
NA	NA
U00096.2	NODE_282_length_31_cov_1.580645
3581547	1
3581607	61
NA	NA
20407	61
20467	1
NA	NA
U00096.2	NODE_283_length_94_cov_2.053191
7170	1
7293	124
NA	NA
U00096.2	NODE_284_length_93_cov_2.010753
57016	123
57138	1
NA	NA
U00096.2	NODE_285_length_70_cov_1.828571
76709	1
76808	100
NA	NA
U00096.2	NODE_286_length_71_cov_3.394366
36460	1
36560	101
NA	NA
U00096.2	NODE_287_length_86_cov_2.267442
21932	116
22047	1
NA	NA
U00096.2	NODE_288_length_65_cov_1.369231
96441	95
96535	1
NA	NA
U00096.2	NODE_289_length_105_cov_1.552381
57299	135
57433	1
NA	NA
U00096.2	NODE_290_length_70_cov_1.957143
61068	100
61167	1
NA	NA
U00096.2	NODE_291_length_84_cov_1.035714
50865	114
50978	1
NA	NA
U00096.2	NODE_292_length_68_cov_1.779412
98650	1
98747	98
NA	NA
U00096.2	NODE_293_length_70_cov_2.057143
51893	100
51992	1
NA	NA
U00096.2	NODE_294_length_70_cov_1.485714
55057	1
55156	100
NA	NA
U00096.2	NODE_295_length_70_cov_1.771429
49009	100
49108	1
NA	NA
U00096.2	NODE_296_length_70_cov_1.385714
2568	100
2667	1
NA	NA
U00096.2	NODE_297_length_85_cov_2.470588
59455	1
59569	115
NA	NA
U00096.2	NODE_298_length_70_cov_1.742857
86104	1
86203	100
NA	NA
U00096.2	NODE_299_length_90_cov_1.455556
91849	120
91968	1
NA	NA
U00096.2	NODE_300_length_70_cov_1.985714
43191	100
43290	1
NA	NA
U00096.2	NODE_301_length_70_cov_1.885714
18330	100
18429	1
NA	NA
U00096.2	NODE_302_length_71_cov_1.887324
480	101
580	1
NA	NA
U00096.2	NODE_303_length_70_cov_1.214286
1570	1
1669	100
NA	NA
U00096.2	NODE_304_length_68_cov_1.735294
98297	1
98394	98
NA	NA
U00096.2	NODE_305_length_93_cov_1.505376
97779	123
97901	1
NA	NA
U00096.2	NODE_306_length_31_cov_1.709677
1049097	1
1049157	61
NA	NA
278998	61
279058	1
NA	NA
